event_id,lead_id,event_time,event_type,purpose,project_id,project_name,payload_summary,source_package
EV-0044-06,L-0044,2026-06-19T23:05:00.000Z,sales_handoff_created,commercial,86b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah New Villas,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0045-01,L-0045,2026-06-19T20:00:00.000Z,session_started,buy,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0045-02,L-0045,2026-06-19T20:01:00.000Z,intent_detected,buy,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0045-03,L-0045,2026-06-19T20:02:00.000Z,slots_captured,buy,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0045-04,L-0045,2026-06-19T20:03:00.000Z,recommendation_generated,buy,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,Recommended Al Sediq using validated v3 project_id 11f6f9c7_d27d_ec11_a2ca_00155d119619,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0045-05,L-0045,2026-06-19T20:04:00.000Z,lead_scored,buy,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0045-06,L-0045,2026-06-19T20:05:00.000Z,sales_handoff_created,buy,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0046-01,L-0046,2026-06-19T17:00:00.000Z,session_started,rent,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0046-02,L-0046,2026-06-19T17:01:00.000Z,intent_detected,rent,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0046-03,L-0046,2026-06-19T17:02:00.000Z,slots_captured,rent,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0046-04,L-0046,2026-06-19T17:03:00.000Z,recommendation_generated,rent,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,Recommended Al Shahba using validated v3 project_id 32b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0046-05,L-0046,2026-06-19T17:04:00.000Z,lead_scored,rent,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0046-06,L-0046,2026-06-19T17:05:00.000Z,sales_handoff_created,rent,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0047-01,L-0047,2026-06-19T14:00:00.000Z,session_started,invest,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0047-02,L-0047,2026-06-19T14:01:00.000Z,intent_detected,invest,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0047-03,L-0047,2026-06-19T14:02:00.000Z,slots_captured,invest,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0047-04,L-0047,2026-06-19T14:03:00.000Z,recommendation_generated,invest,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),Recommended Al Sheikh Humaid Building (Abu-Dhabi) using validated v3 project_id 90b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0047-05,L-0047,2026-06-19T14:04:00.000Z,lead_scored,invest,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0047-06,L-0047,2026-06-19T14:05:00.000Z,sales_handoff_created,invest,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0048-01,L-0048,2026-06-19T11:00:00.000Z,session_started,commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0048-02,L-0048,2026-06-19T11:01:00.000Z,intent_detected,commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0048-03,L-0048,2026-06-19T11:02:00.000Z,slots_captured,commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0048-04,L-0048,2026-06-19T11:03:00.000Z,recommendation_generated,commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),Recommended Al Sheikha Fatima Building (Abu-Dhabi) using validated v3 project_id b4b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0048-05,L-0048,2026-06-19T11:04:00.000Z,lead_scored,commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0048-06,L-0048,2026-06-19T11:05:00.000Z,sales_handoff_created,commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0049-01,L-0049,2026-06-19T08:00:00.000Z,session_started,buy,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0049-02,L-0049,2026-06-19T08:01:00.000Z,intent_detected,buy,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0049-03,L-0049,2026-06-19T08:02:00.000Z,slots_captured,buy,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0049-04,L-0049,2026-06-19T08:03:00.000Z,recommendation_generated,buy,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,Recommended Al Shorouq using validated v3 project_id 44f00817_9e49_eb11_a2c6_00155d119619,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0049-05,L-0049,2026-06-19T08:04:00.000Z,lead_scored,buy,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0049-06,L-0049,2026-06-19T08:05:00.000Z,sales_handoff_created,buy,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0050-01,L-0050,2026-06-19T05:00:00.000Z,session_started,rent,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0050-02,L-0050,2026-06-19T05:01:00.000Z,intent_detected,rent,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0050-03,L-0050,2026-06-19T05:02:00.000Z,slots_captured,rent,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0050-04,L-0050,2026-06-19T05:03:00.000Z,recommendation_generated,rent,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,Recommended Al Suwan using validated v3 project_id 0eb8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0050-05,L-0050,2026-06-19T05:04:00.000Z,lead_scored,rent,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0050-06,L-0050,2026-06-19T05:05:00.000Z,sales_handoff_created,rent,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0051-01,L-0051,2026-06-19T02:00:00.000Z,session_started,invest,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0051-02,L-0051,2026-06-19T02:01:00.000Z,intent_detected,invest,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0051-03,L-0051,2026-06-19T02:02:00.000Z,slots_captured,invest,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0051-04,L-0051,2026-06-19T02:03:00.000Z,recommendation_generated,invest,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,Recommended Al Tameer using validated v3 project_id 10b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0051-05,L-0051,2026-06-19T02:04:00.000Z,lead_scored,invest,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0051-06,L-0051,2026-06-19T02:05:00.000Z,sales_handoff_created,invest,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0052-01,L-0052,2026-06-18T23:00:00.000Z,session_started,commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0052-02,L-0052,2026-06-18T23:01:00.000Z,intent_detected,commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0052-03,L-0052,2026-06-18T23:02:00.000Z,slots_captured,commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0052-04,L-0052,2026-06-18T23:03:00.000Z,recommendation_generated,commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,Recommended Al Thuraya 1 using validated v3 project_id a8b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0052-05,L-0052,2026-06-18T23:04:00.000Z,lead_scored,commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0052-06,L-0052,2026-06-18T23:05:00.000Z,sales_handoff_created,commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0053-01,L-0053,2026-06-18T20:00:00.000Z,session_started,buy,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0053-02,L-0053,2026-06-18T20:01:00.000Z,intent_detected,buy,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0053-03,L-0053,2026-06-18T20:02:00.000Z,slots_captured,buy,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0053-04,L-0053,2026-06-18T20:03:00.000Z,recommendation_generated,buy,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,Recommended Al Thuraya 2 using validated v3 project_id aab8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0053-05,L-0053,2026-06-18T20:04:00.000Z,lead_scored,buy,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0053-06,L-0053,2026-06-18T20:05:00.000Z,sales_handoff_created,buy,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0054-01,L-0054,2026-06-18T17:00:00.000Z,session_started,rent,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0054-02,L-0054,2026-06-18T17:01:00.000Z,intent_detected,rent,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0054-03,L-0054,2026-06-18T17:02:00.000Z,slots_captured,rent,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0054-04,L-0054,2026-06-18T17:03:00.000Z,recommendation_generated,rent,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,Recommended Al Thuraya 3 using validated v3 project_id acb8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0054-05,L-0054,2026-06-18T17:04:00.000Z,lead_scored,rent,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0054-06,L-0054,2026-06-18T17:05:00.000Z,sales_handoff_created,rent,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0055-01,L-0055,2026-06-18T14:00:00.000Z,session_started,invest,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0055-02,L-0055,2026-06-18T14:01:00.000Z,intent_detected,invest,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0055-03,L-0055,2026-06-18T14:02:00.000Z,slots_captured,invest,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0055-04,L-0055,2026-06-18T14:03:00.000Z,recommendation_generated,invest,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,Recommended Al Yasmeen Complex using validated v3 project_id 42b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0055-05,L-0055,2026-06-18T14:04:00.000Z,lead_scored,invest,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0055-06,L-0055,2026-06-18T14:05:00.000Z,sales_handoff_created,invest,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0056-01,L-0056,2026-06-18T11:00:00.000Z,session_started,commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0056-02,L-0056,2026-06-18T11:01:00.000Z,intent_detected,commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0056-03,L-0056,2026-06-18T11:02:00.000Z,slots_captured,commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0056-04,L-0056,2026-06-18T11:03:00.000Z,recommendation_generated,commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,Recommended Al Zahir using validated v3 project_id beabdf96_e122_e911_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0056-05,L-0056,2026-06-18T11:04:00.000Z,lead_scored,commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0056-06,L-0056,2026-06-18T11:05:00.000Z,sales_handoff_created,commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0057-01,L-0057,2026-06-18T08:00:00.000Z,session_started,buy,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0057-02,L-0057,2026-06-18T08:01:00.000Z,intent_detected,buy,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0057-03,L-0057,2026-06-18T08:02:00.000Z,slots_captured,buy,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0057-04,L-0057,2026-06-18T08:03:00.000Z,recommendation_generated,buy,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,Recommended Al Zahra Complex using validated v3 project_id 02b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0057-05,L-0057,2026-06-18T08:04:00.000Z,lead_scored,buy,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0057-06,L-0057,2026-06-18T08:05:00.000Z,sales_handoff_created,buy,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0058-01,L-0058,2026-06-18T05:00:00.000Z,session_started,rent,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0058-02,L-0058,2026-06-18T05:01:00.000Z,intent_detected,rent,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0058-03,L-0058,2026-06-18T05:02:00.000Z,slots_captured,rent,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0058-04,L-0058,2026-06-18T05:03:00.000Z,recommendation_generated,rent,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,Recommended Al-Khour Tower C using validated v3 project_id 6c1c103f_f0f0_ea11_a2c4_00155d119619,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0058-05,L-0058,2026-06-18T05:04:00.000Z,lead_scored,rent,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0058-06,L-0058,2026-06-18T05:05:00.000Z,sales_handoff_created,rent,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0059-01,L-0059,2026-06-18T02:00:00.000Z,session_started,invest,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0059-02,L-0059,2026-06-18T02:01:00.000Z,intent_detected,invest,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0059-03,L-0059,2026-06-18T02:02:00.000Z,slots_captured,invest,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0059-04,L-0059,2026-06-18T02:03:00.000Z,recommendation_generated,invest,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,Recommended AL-Khour Towers using validated v3 project_id eeb7dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0059-05,L-0059,2026-06-18T02:04:00.000Z,lead_scored,invest,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0059-06,L-0059,2026-06-18T02:05:00.000Z,sales_handoff_created,invest,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0060-01,L-0060,2026-06-17T23:00:00.000Z,session_started,commercial,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0060-02,L-0060,2026-06-17T23:01:00.000Z,intent_detected,commercial,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0060-03,L-0060,2026-06-17T23:02:00.000Z,slots_captured,commercial,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0060-04,L-0060,2026-06-17T23:03:00.000Z,recommendation_generated,commercial,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,Recommended Asayel 1 using validated v3 project_id 1ab8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0060-05,L-0060,2026-06-17T23:04:00.000Z,lead_scored,commercial,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0060-06,L-0060,2026-06-17T23:05:00.000Z,sales_handoff_created,commercial,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0061-01,L-0061,2026-06-17T20:00:00.000Z,session_started,buy,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0061-02,L-0061,2026-06-17T20:01:00.000Z,intent_detected,buy,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0061-03,L-0061,2026-06-17T20:02:00.000Z,slots_captured,buy,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0061-04,L-0061,2026-06-17T20:03:00.000Z,recommendation_generated,buy,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,Recommended Asayel 2 using validated v3 project_id a0b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0061-05,L-0061,2026-06-17T20:04:00.000Z,lead_scored,buy,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0061-06,L-0061,2026-06-17T20:05:00.000Z,sales_handoff_created,buy,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0062-01,L-0062,2026-06-17T17:00:00.000Z,session_started,rent,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0062-02,L-0062,2026-06-17T17:01:00.000Z,intent_detected,rent,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0062-03,L-0062,2026-06-17T17:02:00.000Z,slots_captured,rent,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0062-04,L-0062,2026-06-17T17:03:00.000Z,recommendation_generated,rent,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,Recommended City Towers using validated v3 project_id 30b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0062-05,L-0062,2026-06-17T17:04:00.000Z,lead_scored,rent,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0062-06,L-0062,2026-06-17T17:05:00.000Z,sales_handoff_created,rent,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0063-01,L-0063,2026-06-17T14:00:00.000Z,session_started,invest,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0063-02,L-0063,2026-06-17T14:01:00.000Z,intent_detected,invest,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0063-03,L-0063,2026-06-17T14:02:00.000Z,slots_captured,invest,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0063-04,L-0063,2026-06-17T14:03:00.000Z,recommendation_generated,invest,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,Recommended Commercial Complex using validated v3 project_id 04b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0063-05,L-0063,2026-06-17T14:04:00.000Z,lead_scored,invest,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0063-06,L-0063,2026-06-17T14:05:00.000Z,sales_handoff_created,invest,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0064-01,L-0064,2026-06-17T11:00:00.000Z,session_started,commercial,16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0064-02,L-0064,2026-06-17T11:01:00.000Z,intent_detected,commercial,16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0064-03,L-0064,2026-06-17T11:02:00.000Z,slots_captured,commercial,16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
