audit_id,entity_id,field_name,field_value,source_url,evidence_snippet,capture_timestamp
audit_20b8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_11,20b8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971543087740,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100,whatsapp: 971543087740,2026-06-24T09:31:12.532Z
audit_20b8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_12,20b8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624104/Aqaar/Main%20Portal/community/images/Al_Jurf_Residential_Villas/_DSC1938-1728624104.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624104/Aqaar/Main%20Portal/community/images/Al_Jurf_Residential_Villas/_DSC1938-1728624104.jpg,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,a2b8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Al Jurf Show Room 1,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,project_name: Al Jurf Show Room 1,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,a2b8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,a2b8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-96,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,project_code: PRJ-96,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,a2b8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_project_description_5,a2b8dd4b_0ad1_e811_a2b8_00155d119707,project_description,"Al Jurf Show Room 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,"project_description: Al Jurf Show Room 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary archite",2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_latitude_6,a2b8dd4b_0ad1_e811_a2b8_00155d119707,latitude,25.4138075,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,latitude: 25.4138075,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_longitude_7,a2b8dd4b_0ad1_e811_a2b8_00155d119707,longitude,55.5031374,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,longitude: 55.5031374,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_telephone_8,a2b8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_email_9,a2b8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_10,a2b8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971543087468,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,whatsapp: 971543087468,2026-06-24T09:31:12.532Z
audit_a2b8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_11,a2b8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624514/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_1/_DSC1892-1728624513.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624514/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_1/_DSC1892-1728624513.jpg,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,a4b8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Al Jurf Show Room 2,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,project_name: Al Jurf Show Room 2,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,a4b8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,a4b8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-97,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,project_code: PRJ-97,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,a4b8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_project_description_5,a4b8dd4b_0ad1_e811_a2b8_00155d119707,project_description,"Al Jurf Show Room 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,"project_description: Al Jurf Show Room 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary archite",2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_latitude_6,a4b8dd4b_0ad1_e811_a2b8_00155d119707,latitude,25.4138075,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,latitude: 25.4138075,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_longitude_7,a4b8dd4b_0ad1_e811_a2b8_00155d119707,longitude,55.5031374,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,longitude: 55.5031374,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_telephone_8,a4b8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_email_9,a4b8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_10,a4b8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971543087468,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,whatsapp: 971543087468,2026-06-24T09:31:12.532Z
audit_a4b8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_11,a4b8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624546/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_2/_DSC1894-1728624546.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624546/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_2/_DSC1894-1728624546.jpg,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,1cb8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Al Jurf Villas,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,project_name: Al Jurf Villas,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,1cb8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,1cb8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-29,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,project_code: PRJ-29,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,1cb8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_start_price_5,1cb8dd4b_0ad1_e811_a2b8_00155d119707,start_price,75000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,start_price: 75000,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_project_description_6,1cb8dd4b_0ad1_e811_a2b8_00155d119707,project_description,"Al Jurf Villas is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,"project_description: Al Jurf Villas is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture",2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_latitude_7,1cb8dd4b_0ad1_e811_a2b8_00155d119707,latitude,25.4126132,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,latitude: 25.4126132,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_longitude_8,1cb8dd4b_0ad1_e811_a2b8_00155d119707,longitude,55.4998699,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,longitude: 55.4998699,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_telephone_9,1cb8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_email_10,1cb8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_11,1cb8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971543087468,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,whatsapp: 971543087468,2026-06-24T09:31:12.532Z
audit_1cb8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_12,1cb8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881854/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas/_DSC1895-1728881854.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881854/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas/_DSC1895-1728881854.jpg,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,1eb8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Al Jurf Villas 2,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,project_name: Al Jurf Villas 2,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,1eb8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,1eb8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-30,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,project_code: PRJ-30,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,1eb8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_start_price_5,1eb8dd4b_0ad1_e811_a2b8_00155d119707,start_price,80000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,start_price: 80000,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_project_description_6,1eb8dd4b_0ad1_e811_a2b8_00155d119707,project_description,"Al Jurf Villas 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,"project_description: Al Jurf Villas 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architectu",2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_latitude_7,1eb8dd4b_0ad1_e811_a2b8_00155d119707,latitude,25.4131126,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,latitude: 25.4131126,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_longitude_8,1eb8dd4b_0ad1_e811_a2b8_00155d119707,longitude,55.5014878,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,longitude: 55.5014878,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_telephone_9,1eb8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_email_10,1eb8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_11,1eb8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971543087468,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,whatsapp: 971543087468,2026-06-24T09:31:12.532Z
audit_1eb8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_12,1eb8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881930/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas_2/_DSC1899-1728881930.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881930/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas_2/_DSC1899-1728881930.jpg,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_project_name_1,8aed16b5_4982_ec11_a2bf_00155d119927,project_name,Al Karama,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,project_name: Al Karama,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_developer_2,8aed16b5_4982_ec11_a2bf_00155d119927,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_project_code_3,8aed16b5_4982_ec11_a2bf_00155d119927,project_code,PRJ-147,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,project_code: PRJ-147,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_project_for_4,8aed16b5_4982_ec11_a2bf_00155d119927,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_sales_status_text_5,8aed16b5_4982_ec11_a2bf_00155d119927,sales_status_text,"Studio, 1, 2, 3 Bedrooms for rent",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,"sales_status_text: Studio, 1, 2, 3 Bedrooms for rent",2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_start_price_6,8aed16b5_4982_ec11_a2bf_00155d119927,start_price,15000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,start_price: 15000,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_project_description_7,8aed16b5_4982_ec11_a2bf_00155d119927,project_description,"Al Karama is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,"project_description: Al Karama is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and ",2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_latitude_8,8aed16b5_4982_ec11_a2bf_00155d119927,latitude,25.413259,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,latitude: 25.413259,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_longitude_9,8aed16b5_4982_ec11_a2bf_00155d119927,longitude,55.439114,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,longitude: 55.439114,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_telephone_10,8aed16b5_4982_ec11_a2bf_00155d119927,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_email_11,8aed16b5_4982_ec11_a2bf_00155d119927,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_whatsapp_12,8aed16b5_4982_ec11_a2bf_00155d119927,whatsapp,971543087732,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,whatsapp: 971543087732,2026-06-24T09:31:12.532Z
audit_8aed16b5_4982_ec11_a2bf_00155d119927_primary_image_url_13,8aed16b5_4982_ec11_a2bf_00155d119927,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728300482/Aqaar/Main%20Portal/community/images/Al_Karama/_DSC1656-1728300481.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728300482/Aqaar/Main%20Portal/community/images/Al_Karama/_DSC1656-1728300481.jpg,2026-06-24T09:31:12.532Z
audit_44b8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,44b8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Al Khor Villas & Shops,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,project_name: Al Khor Villas & Shops,2026-06-24T09:31:12.532Z
audit_44b8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,44b8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_44b8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,44b8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-49,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,project_code: PRJ-49,2026-06-24T09:31:12.532Z
audit_44b8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,44b8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_44b8dd4b_0ad1_e811_a2b8_00155d119707_sales_status_text_5,44b8dd4b_0ad1_e811_a2b8_00155d119707,sales_status_text,Villa for rent,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,sales_status_text: Villa for rent,2026-06-24T09:31:12.532Z
audit_44b8dd4b_0ad1_e811_a2b8_00155d119707_start_price_6,44b8dd4b_0ad1_e811_a2b8_00155d119707,start_price,48000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,start_price: 48000,2026-06-24T09:31:12.532Z
