project_id,project_name,developer,developer_id,country,city,district,community,subcommunity,latitude,longitude,property_type,sub_type,ownership_type,status,completion_status,launch_year,handover_year,project_description,official_project_url,project_code,project_for,sales_status_text,start_price,currency,price_status,telephone,email,whatsapp,primary_image_url,source_links_json,last_verified,confidence_score
a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Johara is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/a6b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-98,Leasing,"1,2,3 Bedrooms for rent",20400,AED,official,600515155,info@aqaar.com,971543087467,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728630500/Aqaar/Main%20Portal/community/images/Al_Johara/WhatsApp%20Image%202024-10-11%20at%2010.53.04%20AM-1728630500.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Johara&pageNumber=1&pageSize=100""]",2026-06-24,0.86
24b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 1,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4131318,55.5012232,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Jurf 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/24b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-33,Leasing,"1,2,3 Bedrooms for rent",20000,AED,official,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728623993/Aqaar/Main%20Portal/community/images/Al_Jurf_1/_DSC1876-1728623993.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%201&pageNumber=1&pageSize=100""]",2026-06-24,0.86
26b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 2,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4140059,55.5002784,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Jurf 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/26b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-34,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",21000,AED,official,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624029/Aqaar/Main%20Portal/community/images/Al_Jurf_2/_DSC1870-1728624029.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86
22b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 3,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4093676,55.5100175,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Jurf 3 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/22b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-32,Leasing,"1,2,3 Bedrooms for rent",31680,AED,official,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728623951/Aqaar/Main%20Portal/community/images/Al_Jurf_3/_DSC1907-1728623951.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%203&pageNumber=1&pageSize=100""]",2026-06-24,0.86
82b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Buildings 20 / A7 (Labor City),Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,mixed_use,mixed_use,unknown,active,unknown,unknown,unknown,unknown,https://www.aqaar.com/projects/82b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-80,Leasing,unknown,unknown,unknown,on_request,unknown,unknown,971543087468,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Buildings%2020%20%2F%20A7%20(Labor%20City)&pageNumber=1&pageSize=100""]",2026-06-24,0.62
80b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Buildings 20 / B7 (Labor City),Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,mixed_use,mixed_use,unknown,active,unknown,unknown,unknown,unknown,https://www.aqaar.com/projects/80b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-79,Leasing,unknown,unknown,unknown,on_request,unknown,unknown,971543087468,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Buildings%2020%20%2F%20B7%20(Labor%20City)&pageNumber=1&pageSize=100""]",2026-06-24,0.62
2ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Complex,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.413829,55.501294,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Jurf Complex is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/2ab8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-36,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",14000,AED,official,600515155,info@aqaar.com,971543087746,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624259/Aqaar/Main%20Portal/community/images/Al_Jurf_Complex/_DSC1884-1728624259.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100""]",2026-06-24,0.86
20b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Residential Villas,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.3997531,55.4827739,villa,villa,unknown,active,unknown,unknown,unknown,"Al Jurf Residential Villas is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/20b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-31,Leasing,unknown,113400,AED,official,600515155,info@aqaar.com,971543087740,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624104/Aqaar/Main%20Portal/community/images/Al_Jurf_Residential_Villas/_DSC1938-1728624104.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100""]",2026-06-24,0.86
a2b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Show Room 1,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4138075,55.5031374,commercial,commercial,unknown,active,unknown,unknown,unknown,"Al Jurf Show Room 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/a2b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-96,Leasing,unknown,unknown,unknown,on_request,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624514/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_1/_DSC1892-1728624513.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100""]",2026-06-24,0.86
a4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Show Room 2,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4138075,55.5031374,commercial,commercial,unknown,active,unknown,unknown,unknown,"Al Jurf Show Room 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/a4b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-97,Leasing,unknown,unknown,unknown,on_request,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624546/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_2/_DSC1894-1728624546.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86
1cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4126132,55.4998699,villa,villa,unknown,active,unknown,unknown,unknown,"Al Jurf Villas is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/1cb8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-29,Leasing,unknown,75000,AED,official,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881854/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas/_DSC1895-1728881854.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100""]",2026-06-24,0.86
1eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas 2,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4131126,55.5014878,villa,villa,unknown,active,unknown,unknown,unknown,"Al Jurf Villas 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/1eb8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-30,Leasing,unknown,80000,AED,official,600515155,info@aqaar.com,971543087468,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881930/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas_2/_DSC1899-1728881930.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86
8aed16b5_4982_ec11_a2bf_00155d119927,Al Karama,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.413259,55.439114,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Karama is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/8aed16b5-4982-ec11-a2bf-00155d119927,PRJ-147,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",15000,AED,official,600515155,info@aqaar.com,971543087732,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728300482/Aqaar/Main%20Portal/community/images/Al_Karama/_DSC1656-1728300481.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100""]",2026-06-24,0.86
44b8dd4b_0ad1_e811_a2b8_00155d119707,Al Khor Villas & Shops,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4004574,55.4500998,commercial,commercial,unknown,active,Villa for rent,unknown,unknown,"Al Khor Villas & Shops is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/44b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-49,Leasing,Villa for rent,48000,AED,official,600515155,info@aqaar.com,971600515155,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100""]",2026-06-24,0.86
9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.405225,55.441095,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Madina Tower is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/9cb8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-93,Leasing,"1,2,3 Bedrooms for rent",27000,AED,official,600515155,info@aqaar.com,971600515155,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555758/Aqaar/Main%20Portal/community/images/Al_Madina_Tower/Al%20Suwan-1728555758.png,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100""]",2026-06-24,0.86
7cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Buildings,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.32380,56.007789,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Manama Buildings is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.",https://www.aqaar.com/projects/7cb8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-77,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",10000,AED,official,600515155,info@aqaar.com,971509622926,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728877509/Aqaar/Main%20Portal/community/images/Al_Manama_Buildings/WhatsApp%20Image%202024-10-11%20at%2011.27.32%20AM-1728877509.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Buildings&pageNumber=1&pageSize=100""]",2026-06-24,0.86
74b8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Farm,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.3222866,56.0055886,mixed_use,mixed_use,unknown,active,unknown,unknown,unknown,unknown,https://www.aqaar.com/projects/74b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-73,Leasing,unknown,unknown,unknown,on_request,unknown,unknown,971509622926,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Farm&pageNumber=1&pageSize=100""]",2026-06-24,0.62
52cf79ec_eb47_ea11_a2bc_00155d119619,Al Manama Land,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.3222866,56.0055886,mixed_use,mixed_use,unknown,active,unknown,unknown,unknown,unknown,https://www.aqaar.com/projects/52cf79ec-eb47-ea11-a2bc-00155d119619,PRJ-127,Leasing,unknown,unknown,unknown,on_request,unknown,unknown,971509622926,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Land&pageNumber=1&pageSize=100""]",2026-06-24,0.62
6eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama New Shops,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.3222866,56.0055886,commercial,commercial,unknown,active,unknown,unknown,unknown,"Al Manama New Shops is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.",https://www.aqaar.com/projects/6eb8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-70,Leasing,unknown,unknown,unknown,on_request,unknown,unknown,971509622926,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20New%20Shops&pageNumber=1&pageSize=100""]",2026-06-24,0.86
48b8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Old Clinic,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.3222866,56.0055886,healthcare,healthcare,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Manama Old Clinic is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.",https://www.aqaar.com/projects/48b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-51,Leasing,"1,2,3 Bedrooms for rent",14400,AED,official,600515155,info@aqaar.com,971509622926,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728631043/Aqaar/Main%20Portal/community/images/Al_Manama_Old_Clinic/WhatsApp%20Image%202024-10-11%20at%209.43.15%20AM-1728631043.png,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Old%20Clinic&pageNumber=1&pageSize=100""]",2026-06-24,0.86
0ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Manara,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.408825,55.444151,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Manara is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.",https://www.aqaar.com/projects/0ab8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-20,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",16800,AED,official,600515155,info@aqaar.com,971543087732,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737008266/Aqaar/Main%20Portal/community/images/Al_Manara/wwwwwww-1737008266.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manara&pageNumber=1&pageSize=100""]",2026-06-24,0.86
94b8dd4b_0ad1_e811_a2b8_00155d119707,Al Maya Super market,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.4013866,55.4441827,residential,residential,unknown,active,unknown,unknown,unknown,"Al Maya Super market is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.",https://www.aqaar.com/projects/94b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-89,Leasing,unknown,unknown,unknown,on_request,600515155,info@aqaar.com,unknown,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100""]",2026-06-24,0.86
12b8dd4b_0ad1_e811_a2b8_00155d119707,Al Monaliza,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.405467,55.441317,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Monaliza is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.",https://www.aqaar.com/projects/12b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-24,Leasing,"1,2,3 Bedrooms for rent",13200,AED,official,600515155,info@aqaar.com,971600515155,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728554405/Aqaar/Main%20Portal/community/images/Al_Monaliza/_DSC1844-1728554404.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100""]",2026-06-24,0.86
